RoomID,MapID,MapID2,Elevation,Note,Cond,ObjStep,GridID,GridType,GroundID
83,93,,106.32,,0,1,61,2,110
83,94,,106.35,,0,1,0,0,110
83,95,,105.85,,0,1,58,2,110
83,96,,103.52,,0,1,54,2,100
83,97,,104.85,,0,1,0,0,110
83,98,,103.65,,0,1,0,0,100
83,99,,104.07,,0,1,0,0,100
83,100,,102.53,,0,1,0,0,100
83,101,,105.09,,0,1,0,0,110
83,102,,103.96,,0,1,0,0,100
83,103,,104.26,,0,1,0,0,100
83,104,,102.14,,0,1,0,0,100
83,105,,101.14,,0,1,0,0,100
83,106,,102.05,,0,1,0,0,100
83,10000,,149.12,,0,1,0,0,150
83,10001,,147.53,,0,1,0,0,150
83,10002,,150.74,,0,1,0,0,150
83,10003,,147.45,,0,1,0,0,150
83,10004,,148.06,,0,1,0,0,150
83,10005,,144.54,,0,1,0,0,150
83,10006,,147.74,,0,1,0,0,150
83,10007,,146.1,,0,1,0,0,150
83,10008,,146.7,,0,1,0,0,150
83,10009,,144.54,,0,1,0,0,150
83,10010,,145.05,,0,1,0,0,150
83,10011,,139.94,,0,1,0,0,140
83,10012,,141.55,,0,1,26,2,140
83,10013,,137.69,,0,1,120,2,140
83,10014,,139.74,,0,1,27,2,140
83,10015,,137.54,,0,1,28,2,140
83,10016,,142.67,,0,1,0,0,140
83,10017,,140.53,,0,1,28,2,140
83,10018,,147.07,,0,1,0,0,150
83,10019,,144.54,,0,1,32,2,150
83,10020,,147.28,,0,1,0,0,150
83,10021,,143.09,,0,1,0,0,140
83,10022,,143.8,,0,1,0,0,140
83,10023,,142.09,,0,1,0,0,140
83,10024,,148.63,,0,1,0,0,150
83,10025,,143.64,,0,1,0,0,140
83,10026,,148.54,,0,1,0,0,150
83,10027,,140.09,,0,1,0,0,140
83,10028,,144.09,,0,1,0,0,140
83,10029,,135.46,,0,1,0,0,140
83,10030,,136.86,,0,1,0,0,140
83,10031,,132.18,,0,1,0,0,130
83,10032,,130.06,,0,1,0,0,130
83,10033,,130.18,,0,1,0,0,130
83,10034,,129,,0,1,67,2,130
83,10035,,128.46,,0,1,66,2,130
83,10036,,129,,0,3,51,3,130
83,10037,,128.4,,0,1,0,0,130
83,10038,,127.39,,0,1,0,0,130
83,10039,,124.98,,0,1,0,0,130
83,10040,,124,,0,1,0,0,120
83,10041,,122.82,,0,1,0,0,120
83,10042,,122.89,,0,1,0,0,120
83,10043,,122.5,,0,1,0,0,120
83,10044,,124.61,,0,1,0,0,130
83,10045,,125.46,,0,1,0,0,130
83,10046,,125.24,,0,1,0,0,130
83,10047,,125.95,,0,1,0,0,130
83,10048,,124.8,,0,1,0,0,130
83,10049,,124.82,,0,1,0,0,130
83,10050,,123.21,,0,1,0,0,120
83,10051,,120.38,,0,1,27,2,120
83,10052,,119.74,,0,1,27,2,120
83,10053,,118.46,,0,1,0,0,120
83,10054,,118.05,,0,1,0,0,120
83,10055,,117.26,,0,1,0,0,120
83,10056,,119.94,,0,1,0,0,120
83,10057,,119.27,,0,1,0,0,120
83,10058,,123.57,,0,1,0,0,120
83,10059,,121.52,,0,1,0,0,120
83,10060,,121.52,,0,1,0,0,120
83,10061,,120.23,,0,1,0,0,120
83,10062,,118.32,,0,1,0,0,120
83,10063,,118.83,,0,1,0,0,120
83,10064,,117.4,,0,1,0,0,120
83,10065,,112.89,,0,1,0,0,110
83,10066,,114.08,,0,1,0,0,110
83,10067,,112.41,,0,1,0,0,110
83,10068,,112.04,,0,1,0,0,110
83,10069,,111.15,,0,1,0,0,110
83,10070,,112,,0,1,0,0,110
83,10071,,112.12,,0,1,0,0,110
83,10072,,114,,0,1,0,0,110
83,10073,,113.55,,0,1,0,0,110
83,10074,,115.49,,0,1,0,0,120
83,10075,,111.59,,0,1,0,0,110
83,10076,,118.41,,0,1,0,0,120
83,10077,,114.15,,0,1,0,0,110
83,10078,,116.87,,0,1,0,0,120
83,10079,,112.28,,0,1,0,0,110
83,10080,,113.21,,0,1,0,0,110
83,10081,,113.17,,0,1,0,0,110
83,10082,,111.14,,0,1,0,0,110
83,10083,,111.46,,0,1,0,0,110
83,10084,,111.26,,0,1,0,0,110
83,10085,,110.21,,0,1,0,0,110
83,10086,,110.06,,0,1,0,0,110
83,10087,,110.96,,0,1,0,0,110
83,10088,,108.79,,0,1,0,0,110
83,10089,,108.54,,0,1,61,2,110
83,10090,,107.79,,0,1,0,0,110
83,10091,,106.93,,0,1,101,2,110
83,10092,,106.47,,0,1,69,2,110
83,10093,,106.97,,0,1,0,0,110
83,10094,,104.3,,0,1,0,0,100
83,10095,,104,,0,1,0,0,100
83,10096,,105.49,,0,1,0,0,110
83,10097,,102.15,,0,1,0,0,100
83,10098,,103.14,,0,1,0,0,100
83,10099,,100.46,,0,1,0,0,100
83,10100,,102.74,,0,1,0,0,100
83,10101,,101.3,,0,1,0,0,100
83,10102,,100.78,,0,1,0,0,100
83,10103,,102.05,,0,1,0,0,100
83,10104,,105.21,,0,1,0,0,110
83,10105,,104.39,,0,1,0,0,100
83,10106,,104.34,,0,1,0,0,100
83,20000,,152.37,,0,1,0,0,150
83,20001,,154.8,,0,1,0,0,160
83,20002,,156.22,,0,1,0,0,160
83,20003,,154.21,,0,1,0,0,150
83,20004,,153.09,,0,1,0,0,150
83,20005,,154.16,,0,1,27,2,150
83,20006,,154.16,,0,1,34,2,150
83,20007,,154.6,,0,1,0,0,160
83,20008,,152.15,,0,1,28,2,150
83,20009,,152.15,,0,1,27,2,150
83,20010,,152.63,,7,1,47,2,150
83,20011,,152.1,,0,1,0,0,150
83,20012,,149.21,,0,1,31,2,150
83,20013,,147.15,,0,1,0,0,150
83,20014,,146.47,,0,1,0,0,150
83,20015,,146.86,,0,1,0,0,150
83,20016,,148.33,,0,1,0,0,150
83,20017,,152.03,,0,1,0,0,150
83,20018,,150.71,,0,1,0,0,150
83,20019,,147.62,,0,1,0,0,150
83,20020,,145.15,,0,1,44,2,150
83,20021,,141.96,,0,1,39,2,140
83,20022,,140.69,,0,1,28,2,140
83,20023,,140.6,,0,1,0,0,140
83,20024,,140.53,,0,1,28,2,140
83,20025,,140.53,,0,1,0,0,140
83,20026,,139.94,,0,1,28,2,140
83,20027,,136.4,,0,1,0,0,140
83,20028,,133.94,,0,1,32,2,130
83,20029,,131.53,,0,1,33,2,130
83,20030,,130.05,,0,1,0,0,130
83,20031,,130,,0,1,32,2,130
83,20032,,127.93,,0,1,0,0,130
83,20033,,126.31,,0,1,0,0,130
83,20034,,124.72,,0,1,67,2,130
83,20035,,126.07,,0,1,66,2,130
83,20036,,125.8,,0,1,0,0,130
83,20037,,126.53,,0,1,0,0,130
83,20038,,125.1,,0,1,0,0,130
83,20039,,126,,0,1,0,0,130
83,20040,,125.8,,0,1,0,0,130
83,20041,,124.87,,0,1,0,0,130
83,20042,,124,,0,1,0,0,120
83,20043,,123.99,,0,3,51,3,120
83,20044,,123.84,,0,3,51,3,120
83,20045,,124.49,,0,3,51,3,120
83,20046,,124.9,,0,3,51,3,130
83,20047,,124,,7,1,40,2,120
83,20048,,124,,7,1,34,2,120
83,20049,,124,,0,1,0,0,120
83,20050,,122.93,,0,1,31,2,120
83,20051,,121.99,,0,1,0,0,120
83,20052,,121.36,,0,1,0,0,120
83,20053,,120.11,,0,1,0,0,120
83,20054,,120.95,,0,1,0,0,120
83,20055,,121.51,,7,1,34,2,120
83,20056,,120.97,,7,3,51,3,120
83,20057,,121.54,,7,1,32,2,120
83,20058,,122.69,,0,3,51,3,120
83,20059,,119.54,,0,1,0,0,120
83,20060,,116.5,,0,1,0,0,120
83,20061,,115.84,,0,1,0,0,120
83,20062,,115.84,,0,1,0,0,120
83,20063,,115.35,,0,1,0,0,120
83,20064,,115.84,,0,1,0,0,120
83,20065,,115.01,,0,1,0,0,120
83,20066,,115.07,,0,1,0,0,120
83,20067,,115,,0,1,0,0,120
83,20068,,114.89,,0,1,0,0,120
83,20069,,114.58,,0,1,0,0,120
83,20070,,118.49,,0,1,0,0,120
83,20071,,120.04,,0,1,0,0,120
83,20072,,122.03,,0,1,0,0,120
83,20073,,125.17,,0,1,0,0,130
83,20074,,127.09,,0,1,0,0,130
83,20075,,126.76,,0,1,0,0,130
83,20076,,123.16,,0,1,0,0,120
83,20077,,119.13,,0,1,0,0,120
83,20078,,114.8,,0,1,0,0,120
83,20079,,112,,0,1,0,0,110
83,20080,,111.82,,0,1,0,0,110
83,20081,,110.33,,0,1,0,0,110
83,20082,,110.16,,0,1,0,0,110
83,20083,,111.4,,0,1,61,2,110
83,20084,,112.42,,0,1,0,0,110
83,20085,,112.91,,0,1,58,2,110
83,20086,,113.62,,0,1,61,2,110
83,20087,,114.92,,0,1,0,0,120
83,20088,,111.6,,0,1,58,2,110
83,20089,,107.21,,0,1,0,0,110
83,20090,,106.45,,0,1,0,0,110
83,20091,,106,,0,1,67,2,110
83,20092,,106.6,,0,1,66,2,110
83,20093,,105.87,,0,1,0,0,110
83,20094,,103.04,,0,1,0,0,100
83,20095,,103.94,,0,3,51,3,100
83,20096,,105.05,,0,1,0,0,110
83,20097,,106.55,,0,3,51,3,110
83,20098,,104.22,,0,3,51,3,100
83,20099,,103.9,,0,3,51,3,100
83,20100,,103.93,,0,3,51,3,100
83,20101,,104.36,,7,1,34,2,100
83,20102,,102.72,,0,3,51,3,100
83,20103,,102.78,,7,1,28,2,100
83,20104,,103.18,,0,1,0,0,100
83,20105,,103.13,,0,1,28,2,100
83,20106,,101,,0,1,0,0,100
83,30000,,149.12,,0,1,0,0,150
83,30001,,147.53,,0,1,28,2,150
83,30002,,150.74,,0,1,0,0,150
83,30003,,147.45,,0,1,31,2,150
83,30004,,148.06,,0,1,27,2,150
83,30005,,144.54,,0,1,0,0,150
83,30006,,147.74,,0,1,0,0,150
83,30007,,146.1,,0,1,0,0,150
83,30008,,146.7,,0,1,40,2,150
83,30009,,144.54,,0,1,26,2,150
83,30010,,145.05,,0,1,0,0,150
83,30011,,139.94,,0,1,0,0,140
83,30012,,141.55,,0,1,0,0,140
83,30013,,137.69,,0,1,0,0,140
83,30014,,139.74,,0,1,0,0,140
83,30015,,137.54,,0,1,0,0,140
83,30016,,142.67,,0,1,0,0,140
83,30017,,140.53,,0,1,0,0,140
83,30018,,147.07,,0,1,0,0,150
83,30019,,144.54,,0,1,0,0,150
83,30020,,147.28,,0,1,40,2,150
83,30021,,143.09,,0,1,26,2,140
83,30022,,143.8,,0,1,0,0,140
83,30023,,142.09,,0,1,0,0,140
83,30024,,148.63,,0,1,0,0,150
83,30025,,143.64,,0,1,0,0,140
83,30026,,148.54,,0,1,0,0,150
83,30027,,140.09,,0,1,0,0,140
83,30028,,144.09,,0,1,0,0,140
83,30029,,135.46,,0,1,0,0,140
83,30030,,136.86,,0,1,0,0,140
83,30031,,132.18,,0,3,51,3,130
83,30032,,130.06,,7,1,26,2,130
83,30033,,130.18,,7,1,33,2,130
83,30034,,129,,7,1,67,2,130
83,30035,,128.46,,7,1,129,2,130
83,30036,,129,,0,3,51,3,130
83,30037,,128.4,,0,3,51,3,130
83,30038,,127.39,,0,1,0,0,130
83,30039,,124.98,,0,1,34,2,130
83,30040,,124,,0,1,0,0,120
83,30041,,122.82,,0,1,28,2,120
83,30042,,122.89,,0,1,0,0,120
83,30043,,122.5,,7,1,31,2,120
83,30044,,124.61,,7,1,34,2,130
83,30045,,125.46,,0,3,51,3,130
83,30046,,125.24,,7,1,28,2,130
83,30047,,125.95,,0,3,51,3,130
83,30048,,124.8,,7,1,114,2,130
83,30049,,124.82,,7,1,39,2,130
83,30050,,123.21,,0,1,28,2,120
83,30051,,120.38,,0,1,0,0,120
83,30052,,119.74,,0,1,28,2,120
83,30053,,118.46,,0,1,0,0,120
83,30054,,118.05,,0,1,31,2,120
83,30055,,117.26,,0,1,0,0,120
83,30056,,119.94,,0,3,51,3,120
83,30057,,119.27,,0,1,27,2,120
83,30058,,123.57,,7,1,39,2,120
83,30059,,121.52,,0,1,0,0,120
83,30060,,121.52,,0,1,0,0,120
83,30061,,120.23,,0,1,0,0,120
83,30062,,118.32,,0,1,0,0,120
83,30063,,118.83,,0,1,0,0,120
83,30064,,117.4,,0,1,0,0,120
83,30065,,112.89,,0,1,0,0,110
83,30066,,114.08,,0,1,0,0,110
83,30067,,112.41,,0,1,0,0,110
83,30068,,112.04,,0,1,0,0,110
83,30069,,111.15,,0,1,0,0,110
83,30070,,112,,0,1,0,0,110
83,30071,,112.12,,0,1,0,0,110
83,30072,,114,,0,1,0,0,110
83,30073,,113.55,,0,1,0,0,110
83,30074,,115.49,,0,1,0,0,120
83,30075,,111.59,,0,1,0,0,110
83,30076,,118.41,,0,1,0,0,120
83,30077,,114.15,,0,1,0,0,110
83,30078,,116.87,,0,1,0,0,120
83,30079,,112.28,,0,1,61,2,110
83,30080,,113.21,,0,1,0,0,110
83,30081,,113.17,,0,1,58,2,110
83,30082,,111.14,,0,1,54,2,110
83,30083,,111.46,,0,1,0,0,110
83,30084,,111.26,,0,1,0,0,110
83,30085,,110.21,,0,1,0,0,110
83,30086,,110.06,,0,1,0,0,110
83,30087,,110.96,,0,1,0,0,110
83,30088,,108.79,,0,1,0,0,110
83,30089,,108.54,,0,1,0,0,110
83,30090,,107.79,,0,1,0,0,110
83,30091,,106.93,,0,1,54,2,110
83,30092,,106.47,,0,1,128,2,110
83,30093,,106.97,,0,1,0,0,110
83,30094,,104.3,,0,1,28,2,100
83,30095,,104,,0,1,0,0,100
83,30096,,105.49,,0,1,28,2,110
83,30097,,102.15,,0,1,0,0,100
83,30098,,103.14,,7,1,28,2,100
83,30099,,100.46,,0,1,0,0,100
83,30100,,102.74,,7,1,31,2,100
83,30101,,101.3,,0,1,0,0,100
83,30102,,100.78,,0,3,51,3,100
83,30103,,102.05,,0,3,51,3,100
83,30104,,105.21,,0,3,51,3,110
83,30105,,104.39,,0,3,51,3,100
83,30106,,104.34,,0,1,0,0,100
83,40000,,146.69,,0,1,0,0,150
83,40001,,145.62,,0,1,0,0,150
83,40002,,142.2,,0,1,0,0,140
83,40003,,140.15,,0,1,0,0,140
83,40004,,141.9,,0,1,0,0,140
83,40005,,139.15,,0,1,0,0,140
83,40006,,142.27,,0,1,0,0,140
83,40007,,140.67,,0,1,0,0,140
83,40008,,144.28,,0,1,0,0,140
83,40009,,143.64,,0,1,0,0,140
83,40010,,141.65,,0,1,26,2,140
83,40011,,141.89,,0,1,26,2,140
83,40012,,137.52,,0,1,0,0,140
83,40013,,136.27,,0,1,0,0,140
83,40014,,134.41,,0,1,0,0,130
83,40015,,132.78,,0,1,0,0,130
83,40016,,135.35,,0,1,0,0,140
83,40017,,132.45,,0,1,0,0,130
83,40018,,139.14,,0,1,0,0,140
83,40019,,134.28,,0,1,0,0,130
83,40020,,138.11,,0,1,0,0,140
83,40021,,134.86,,0,1,40,2,140
83,40022,,138.69,,0,1,128,2,140
83,40023,,135.66,,0,1,0,0,140
83,40024,,138.69,,0,1,28,2,140
83,40025,,135.33,,0,1,0,0,140
83,40026,,137.26,,0,1,28,2,140
83,40027,,132.88,,0,1,0,0,130
83,40028,,134.24,,0,1,28,2,130
83,40029,,129.69,,0,1,0,0,130
83,40030,,129.37,,0,1,28,2,130
83,40031,,128.08,,0,1,0,0,130
83,40032,,130.22,,7,1,28,2,130
83,40033,,126.29,,0,3,51,3,130
83,40034,,128.93,,7,1,151,2,130
83,40035,,126.65,,7,1,66,2,130
83,40036,,128,,7,1,28,2,130
83,40037,,127.68,,7,3,51,3,130
83,40038,,127.3,,0,1,31,2,130
83,40039,,123.95,,0,1,0,0,120
83,40040,,123.53,,0,1,0,0,120
83,40041,,121.91,,0,1,0,0,120
83,40042,,121.5,,0,3,51,3,120
83,40043,,121.15,,0,1,0,0,120
83,40044,,124.73,,0,3,51,3,130
83,40045,,122.87,,0,1,0,0,120
83,40046,,125.96,,0,3,51,3,130
83,40047,,120.72,,0,1,40,2,120
83,40048,,125.35,,7,1,27,2,130
83,40049,,119.59,,0,1,0,0,120
83,40050,,122.74,,0,1,0,0,120
83,40051,,119.07,,0,1,0,0,120
83,40052,,118.35,,0,1,0,0,120
83,40053,,119,,0,1,0,0,120
83,40054,,118.33,,0,1,0,0,120
83,40055,,118.42,,0,1,0,0,120
83,40056,,117.43,,0,1,40,2,120
83,40057,,117,,0,1,39,2,120
83,40058,,117.35,,0,1,0,0,120
83,40059,,116.22,,0,1,0,0,120
83,40060,,117.9,,0,1,0,0,120
83,40061,,116.51,,0,1,0,0,120
83,40062,,116.41,,0,1,0,0,120
83,40063,,112.06,,0,1,0,0,110
83,40064,,113.15,,0,1,0,0,110
83,40065,,112,,0,1,0,0,110
83,40066,,112.78,,0,1,0,0,110
83,40067,,111.93,,0,1,0,0,110
83,40068,,112.29,,0,1,0,0,110
83,40069,,111.72,,0,1,0,0,110
83,40070,,112.96,,0,1,0,0,110
83,40071,,112.57,,0,1,0,0,110
83,40072,,112.45,,0,1,0,0,110
83,40073,,112.71,,0,1,0,0,110
83,40074,,111.3,,0,1,0,0,110
83,40075,,114.15,,0,1,54,2,110
83,40076,,113.09,,0,1,61,2,110
83,40077,,111.15,,0,1,0,0,110
83,40078,,112.37,,0,1,76,2,110
83,40079,,113.35,,7,1,26,2,110
83,40080,,112.93,,0,1,0,0,110
83,40081,,113.97,,0,3,51,3,110
83,40082,,112.47,,0,1,0,0,110
83,40083,,113.77,,0,1,0,0,110
83,40084,,110.49,,0,1,0,0,110
83,40085,,111.42,,0,1,0,0,110
83,40086,,109.95,,0,1,0,0,110
83,40087,,111.33,,0,1,0,0,110
83,40088,,108.41,,0,1,0,0,110
83,40089,,109.12,,0,1,0,0,110
83,40090,,109.19,,0,1,67,2,110
83,40091,,106.99,,0,1,66,2,110
83,40092,,106,,0,1,0,0,110
83,40093,,106.32,,0,1,0,0,110
83,40094,,106.35,,0,1,0,0,110
83,40095,,105.85,,0,1,0,0,110
83,40096,,103.52,,0,1,0,0,100
83,40097,,104.85,,0,1,0,0,110
83,40098,,103.65,,0,1,0,0,100
83,40099,,104.07,,0,1,0,0,100
83,40100,,102.53,,0,1,0,0,100
83,40101,,105.09,,0,1,0,0,110
83,40102,,103.96,,0,1,0,0,100
83,40103,,104.26,,0,1,0,0,100
83,40104,,102.14,,0,1,0,0,100
83,40105,,101.14,,0,1,0,0,100
83,40106,,102.05,,0,1,0,0,100
83,50000,,149.35,,0,1,0,0,150
83,50001,,140.89,,0,1,0,0,140
83,50002,,141.49,,0,1,0,0,140
83,50003,,138.95,,0,1,0,0,140
83,50004,,138.3,,0,1,0,0,140
83,50005,,137.69,,0,1,0,0,140
83,50006,,137.93,,0,1,0,0,140
83,50007,,136.56,,0,1,0,0,140
83,50008,,139.14,,0,1,0,0,140
83,50009,,138.81,,0,1,0,0,140
83,50010,,140,,0,1,0,0,140
83,50011,,138,,0,1,0,0,140
83,50012,,138.26,,0,1,33,2,140
83,50013,,136.17,,0,1,0,0,140
83,50014,,135.12,,0,1,32,2,140
83,50015,,132.93,,0,1,26,2,130
83,50016,,131.98,,0,1,0,0,130
83,50017,,131.61,,0,1,0,0,130
83,50018,,130.56,,0,1,0,0,130
83,50019,,129.05,,0,1,0,0,130
83,50020,,133.29,,0,1,0,0,130
83,50021,,129.75,,0,1,0,0,130
83,50022,,132.95,,0,1,26,2,130
83,50023,,131.46,,0,1,26,2,130
83,50024,,134,,0,1,0,0,130
83,50025,,131.93,,0,1,0,0,130
83,50026,,131.57,,0,1,0,0,130
83,50027,,128.3,,0,1,0,0,130
83,50028,,129.95,,0,1,0,0,130
83,50029,,129,,0,1,0,0,130
83,50030,,128,,0,1,0,0,130
83,50031,,126.13,,0,1,27,2,130
83,50032,,124.82,,7,1,34,2,130
83,50033,,124.13,,0,1,0,0,120
83,50034,,126.78,,7,1,151,2,130
83,50035,,123,,0,1,53,2,120
83,50036,,127.84,,7,1,28,2,130
83,50037,,123.68,,0,1,0,0,120
83,50038,,126.89,,0,1,28,2,130
83,50039,,122.11,,0,1,0,0,120
83,50040,,122.86,,0,1,28,2,120
83,50041,,121.53,,0,1,0,0,120
83,50042,,122.98,,0,1,28,2,120
83,50043,,120.69,,0,1,0,0,120
83,50044,,121.95,,0,1,28,2,120
83,50045,,120.76,,0,1,0,0,120
83,50046,,120.94,,0,1,28,2,120
83,50047,,120.89,,0,1,0,0,120
83,50048,,120.35,,0,1,114,2,120
83,50049,,120.05,,0,1,39,2,120
83,50050,,118.53,,0,1,28,2,120
83,50051,,119.88,,0,1,0,0,120
83,50052,,119.7,,0,1,28,2,120
83,50053,,118.67,,0,1,0,0,120
83,50054,,119.9,,0,1,28,2,120
83,50055,,117.68,,0,1,0,0,120
83,50056,,117.19,,0,1,31,2,120
83,50057,,116.75,,0,1,0,0,120
83,50058,,115.52,,0,1,0,0,120
83,50059,,114.25,,0,1,0,0,110
83,50060,,116.86,,0,1,0,0,120
83,50061,,113.17,,0,1,0,0,110
83,50062,,111.95,,0,1,0,0,110
83,50063,,112.42,,0,1,0,0,110
83,50064,,111,,0,1,0,0,110
83,50065,,112,,0,1,0,0,110
83,50066,,111.4,,0,1,0,0,110
83,50067,,109.08,,0,1,0,0,110
83,50068,,111.28,,0,1,0,0,110
83,50069,,110.51,,0,1,61,2,110
83,50070,,108.96,,0,1,0,0,110
83,50071,,110,,0,1,58,2,110
83,50072,,110.7,,0,1,61,2,110
83,50073,,109,,0,1,0,0,110
83,50074,,112.52,,0,1,58,2,110
83,50075,,109.75,,0,1,0,0,110
83,50076,,112.53,,0,1,0,0,110
83,50077,,110,,0,3,51,3,110
83,50078,,110.96,,0,3,51,3,110
83,50079,,113.73,,0,3,51,3,110
83,50080,,113.3,,7,1,26,2,110
83,50081,,114.75,,7,1,33,2,120
83,50082,,114.41,,0,3,51,3,110
83,50083,,111.96,,7,1,28,2,110
83,50084,,114.68,,0,3,51,3,120
83,50085,,109.58,,0,1,28,2,110
83,50086,,112.05,,0,1,0,0,110
83,50087,,110.25,,0,1,28,2,110
83,50088,,108.79,,0,1,0,0,110
83,50089,,108,,0,1,28,2,110
83,50090,,107.56,,0,1,67,2,110
83,50091,,108,,0,1,129,2,110
83,50092,,108.05,,0,1,0,0,110
83,50093,,106.66,,0,1,0,0,110
83,50094,,107,,0,1,0,0,110
83,50095,,106.75,,0,1,0,0,110
83,50096,,107,,0,1,0,0,110
83,50097,,105.16,,0,1,0,0,110
83,50098,,105.53,,0,1,0,0,110
83,50099,,105.73,,0,1,0,0,110
83,50100,,105.82,,0,1,0,0,110
83,50101,,105.75,,0,1,0,0,110
83,50102,,105.14,,0,1,0,0,110
83,50103,,104.75,,0,1,0,0,110
83,50104,,103.64,,0,1,0,0,100
83,50105,,104.12,,0,3,51,3,100
83,50106,,102.46,,0,1,0,0,100
83,60000,,142.1,,0,1,0,0,140
83,60001,,137.75,,0,1,0,0,140
83,60002,,136.55,,0,1,0,0,140
83,60003,,135.29,,0,1,0,0,140
83,60004,,137.58,,0,1,0,0,140
83,60005,,133.48,,0,1,0,0,130
83,60006,,134.62,,0,1,0,0,140
83,60007,,138.94,,0,1,0,0,140
83,60008,,137.28,,0,1,0,0,140
83,60009,,141.58,,0,1,0,0,140
83,60010,,139.87,,0,1,0,0,140
83,60011,,139.54,,0,1,0,0,140
83,60012,,136.72,,0,1,0,0,140
83,60013,,137.11,,0,1,0,0,140
83,60014,,134.49,,0,1,0,0,130
83,60015,,133.44,,0,1,0,0,130
83,60016,,130.82,,0,1,26,2,130
83,60017,,128.66,,0,1,26,2,130
83,60018,,128.56,,0,1,0,0,130
83,60019,,127.02,,0,1,0,0,130
83,60020,,127.86,,0,1,0,0,130
83,60021,,127.56,,0,1,0,0,130
83,60022,,128,,0,1,0,0,130
83,60023,,128.57,,0,3,51,3,130
83,60024,,131,,0,1,26,2,130
83,60025,,128.82,,0,1,26,2,130
83,60026,,129.57,,0,1,0,0,130
83,60027,,127.65,,0,3,51,3,130
83,60028,,127.54,,0,1,0,0,130
83,60029,,126,,7,1,27,2,130
